candidate_link_id,undisclosed_entity_id,candidate_entity_id,rank,confidence,rationale,supporting_evidence_ids
cand-e83a6bc7a42b,ent-6cf68d59f0f9,ent-027f1972f7f2,1,medium,China Yangtze Power repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-6cc682cc9b"", ""cn-china-yangtze-power-2023-ev-a28ba5ba37"", ""cn-china-yangtze-power-2024-ev-0600587f33"", ""cn-china-yangtze-power-2024-ev-2c74a42116"", ""cn-china-yangtze-power-2024-ev-88ed9a55c7"", ""cn-china-yangtze-power-2024-ev-b9c9d4d887""]"
cand-cb5358c88c41,ent-6cf68d59f0f9,ent-6ac4ef6eabc4,2,medium,国家电网有限公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-3dd9bd98a2"", ""cn-china-yangtze-power-2023-ev-94ac79a487"", ""cn-china-yangtze-power-2024-ev-2004f96960"", ""cn-china-yangtze-power-2024-ev-537374125a""]"
cand-d67800957e18,ent-6cf68d59f0f9,ent-ceb27ac07b15,3,medium,中国南方电网有限责任公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-525768c6f9"", ""cn-china-yangtze-power-2023-ev-5a57116866"", ""cn-china-yangtze-power-2024-ev-076e6c493d""]"
cand-12760d5fbef3,ent-6cf68d59f0f9,ent-58ab7db982f7,4,low,广东电网有限责任公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-00bef1cbd6"", ""cn-china-yangtze-power-2024-ev-4f226e3697""]"
cand-d93aba4b8259,ent-6cf68d59f0f9,ent-b6f6e4bf5b2c,5,low,中国南方电网有限责任公司超高压输电公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-f81935162e""]"
cand-803240c68e82,ent-32b494ebaf1f,ent-027f1972f7f2,1,medium,China Yangtze Power repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-6cc682cc9b"", ""cn-china-yangtze-power-2023-ev-a28ba5ba37"", ""cn-china-yangtze-power-2024-ev-0600587f33"", ""cn-china-yangtze-power-2024-ev-2c74a42116"", ""cn-china-yangtze-power-2024-ev-88ed9a55c7"", ""cn-china-yangtze-power-2024-ev-b9c9d4d887""]"
cand-100850f30d21,ent-32b494ebaf1f,ent-6ac4ef6eabc4,2,medium,国家电网有限公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-3dd9bd98a2"", ""cn-china-yangtze-power-2023-ev-94ac79a487"", ""cn-china-yangtze-power-2024-ev-2004f96960"", ""cn-china-yangtze-power-2024-ev-537374125a""]"
cand-a356baf73701,ent-32b494ebaf1f,ent-ceb27ac07b15,3,medium,中国南方电网有限责任公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-525768c6f9"", ""cn-china-yangtze-power-2023-ev-5a57116866"", ""cn-china-yangtze-power-2024-ev-076e6c493d""]"
cand-6a291611c953,ent-32b494ebaf1f,ent-58ab7db982f7,4,low,广东电网有限责任公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-00bef1cbd6"", ""cn-china-yangtze-power-2024-ev-4f226e3697""]"
cand-6c9214f293da,ent-32b494ebaf1f,ent-b6f6e4bf5b2c,5,low,中国南方电网有限责任公司超高压输电公司 repeatedly appears as an explicit customer in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-f81935162e""]"
cand-8eb6f3748b9a,ent-a1854423f33f,ent-027f1972f7f2,1,medium,China Yangtze Power repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-00bef1cbd6"", ""cn-china-yangtze-power-2023-ev-3dd9bd98a2"", ""cn-china-yangtze-power-2023-ev-525768c6f9"", ""cn-china-yangtze-power-2023-ev-5a57116866"", ""cn-china-yangtze-power-2023-ev-94ac79a487"", ""cn-china-yangtze-power-2024-ev-076e6c493d"", ""cn-china-yangtze-power-2024-ev-2004f96960"", ""cn-china-yangtze-power-2024-ev-4f226e3697"", ""cn-china-yangtze-power-2024-ev-537374125a"", ""cn-china-yangtze-power-2024-ev-f81935162e""]"
cand-aeee80ff0a50,ent-a1854423f33f,ent-6f86e4d33957,2,low,Foxconn Industrial Internet repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-foxconn-industrial-internet-2023-ev-ecb6a4b2ff""]"
cand-6378345c3645,ent-a1854423f33f,ent-aa0c3335acf9,3,low,三峡基地发展有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2023-ev-6cc682cc9b""]"
cand-c19087a5386e,ent-a1854423f33f,ent-3c1dfb3f4b19,4,low,中国电建集团华东勘测设计研究院有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-88ed9a55c7""]"
cand-bc8e1cc159d7,ent-a1854423f33f,ent-694b32cf4c4c,5,low,中国能源建设集团山西省电力勘测设计院有限公司 repeatedly appears as an explicit supplier in the downloaded-source corpus.,"[""cn-china-yangtze-power-2024-ev-0600587f33""]"
